posting_id,job_title,salary_estimate,company_rating,company_size,founded_year,ownership_type,industry,sector,revenue_band,hourly_flag,employer_provided_flag,lower_salary_k,upper_salary_k,avg_salary_k,job_state,company_age,python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,power_bi,flink,mongo,google_analytics,role_family,seniority,degree_required
368,Sr. Data Analyst,$60K-$102K (Glassdoor est.),3.6,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,60,102,81.0,MA,170,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
369,Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),3.0,501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,100,166,133.0,IL,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,sr,P
370,Program/Data Analyst,$55K-$99K (Glassdoor est.),3.4,10000+ ,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),0,0,55,99,77.0,DC,25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,M
371,Data Engineer,$67K-$117K (Glassdoor est.),4.1,5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,0,67,117,92.0,VA,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
372,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,$92K-$150K (Glassdoor est.),3.8,10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,92,150,121.0,MA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
375,"Principal Data Engineer, Data Platform & Insights",$116K-$209K (Glassdoor est.),4.0,5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,116,209,162.5,CA,39,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
376,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,$38K-$82K (Glassdoor est.),3.9,1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,38,82,60.0,TX,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
377,Data Operations Lead,Employer Provided Salary:$85K-$90K,-1.0,201 - 500 ,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,0,1,85,90,87.5,CA,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,sr,M
379,Big Data Engineer,$62K-$119K (Glassdoor est.),4.4,1 - 50 ,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,62,119,90.5,IN,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
380,Data Scientist / Machine Learning Expert,$86K-$143K (Glassdoor est.),3.8,10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,86,143,114.5,MA,25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,na,na
381,Data Scientist,$93K-$149K (Glassdoor est.),3.8,5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,93,149,121.0,CA,25,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,data scientist,na,M
382,Senior Data Scientist,$84K-$136K (Glassdoor est.),2.2,501 - 1000 ,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),0,0,84,136,110.0,TX,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,sr,M
383,PV Scientist,$60K-$123K (Glassdoor est.),2.9,201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,60,123,91.5,MA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
384,Clinical Data Analyst,$52K-$89K (Glassdoor est.),4.1,5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,0,52,89,70.5,VA,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
386,Data Engineer,$48K-$93K (Glassdoor est.),3.7,501 - 1000 ,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,48,93,70.5,LA,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
387,Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),3.8,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,56,97,76.5,WA,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
388,Data Engineer,$65K-$119K (Glassdoor est.),3.6,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,65,119,92.0,MA,170,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
390,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),4.7,51 - 200 ,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,108,173,140.5,UT,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,na
391,Product Engineer – Data Science,$63K-$101K (Glassdoor est.),3.5,1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,63,101,82.0,VA,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
392,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
394,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,90,179,134.5,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
396,Data Scientist,$127K-$202K (Glassdoor est.),3.3,201 - 500 ,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,127,202,164.5,CA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
397,Market Data Analyst,$31K-$57K (Glassdoor est.),3.4,201 - 500 ,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),0,0,31,57,44.0,FL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
398,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4.0,51 - 200 ,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,60,127,93.5,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,M
399,Data Engineer,$75K-$143K (Glassdoor est.),4.4,1 - 50 ,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,75,143,109.0,VA,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
400,Staff Data Engineer,$105K-$194K (Glassdoor est.),3.8,501 - 1000 ,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,105,194,149.5,TX,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
401,Associate Data Engineer,$45K-$86K (Glassdoor est.),3.5,1001 - 5000 ,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,0,0,45,86,65.5,DC,14,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
403,Senior Data Scientist,$95K-$154K (Glassdoor est.),3.5,1001 - 5000 ,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,95,154,124.5,NC,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
406,Staff BI and Data Engineer,$80K-$148K (Glassdoor est.),2.9,51 - 200 ,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,80,148,114.0,CA,23,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,na,M
407,Marketing Data Analyst,$36K-$62K (Glassdoor est.),3.9,501 - 1000 ,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,0,0,36,62,49.0,PA,84,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
409,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),3.3,10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
410,Data Analyst,$50K-$92K (Glassdoor est.),3.7,501 - 1000 ,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,50,92,71.0,VA,32,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
411,"Director - Data, Privacy and AI Governance",$67K-$135K (Glassdoor est.),3.6,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,67,135,101.0,MA,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,director,na,na
412,Data Scientist,$82K-$132K (Glassdoor est.),3.5,1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,82,132,107.0,CA,52,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,data scientist,na,M
413,Data Scientist,$85K-$140K (Glassdoor est.),4.7,201 - 500 ,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,85,140,112.5,MA,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
414,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),3.9,201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,138,224,181.0,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,machine learning engineer,na,na
415,Information Security Data Analyst,$42K-$80K (Glassdoor est.),3.7,10000+ ,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),0,0,42,80,61.0,IL,93,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,analyst,na,M
416,Lead Data Engineer,$190K-$220K(Employer est.),4.1,51 - 200 ,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),0,0,190,220,205.0,CA,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
417,Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,68,139,103.5,KY,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
419,Data Analytics Project Manager,$34K-$92K (Glassdoor est.),3.6,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,34,92,63.0,MA,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,na,M
420,Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),3.0,10000+ ,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),0,0,54,71,62.5,CT,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data analitics,na,na
421,Data Engineer,$65K-$124K (Glassdoor est.),3.5,501 - 1000 ,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,65,124,94.5,CA,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,M
425,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,35,62,48.5,CA,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,na,M
426,Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),3.5,1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,109,200,154.5,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
427,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4.0,1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,0,37,52,44.5,TX,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
428,Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),3.7,501 - 1000 ,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),0,0,61,113,87.0,KS,48,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,machine learning engineer,na,na
429,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,39,66,52.5,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
430,Data Engineer,$43K-$86K (Glassdoor est.),3.2,501 - 1000 ,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,0,0,43,86,64.5,NY,18,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
431,"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),2.1,201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,74,149,111.5,CA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
433,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,113,196,154.5,MA,240,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,na,M
434,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),2.6,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,167,124.0,PA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,P
435,Senior Data Scientist,$97K-$160K (Glassdoor est.),4.4,201 - 500 ,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,97,160,128.5,IL,13,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,sr,na
437,Clinical Laboratory Scientist,$24-$39 Per Hour(Glassdoor est.),3.7,501 - 1000 ,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,49,81,65.0,CO,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
442,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),3.5,501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,42,86,64.0,CA,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
443,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),3.0,10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),0,0,69,127,98.0,TN,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M
444,Data Scientist - Algorithms & Inference,$110K-$175K (Glassdoor est.),4.2,51 - 200 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,110,175,142.5,CA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
446,Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),3.9,10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,102,172,137.0,NY,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
447,Data Engineer,$74K-$124K (Glassdoor est.),4.0,501 - 1000 ,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,74,124,99.0,CO,106,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
448,Food Scientist - Developer,$40K-$68K (Glassdoor est.),3.3,501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,40,68,54.0,WI,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
449,Senior Data Scientist,$108K-$171K (Glassdoor est.),4.4,1001 - 5000 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,108,171,139.5,MA,37,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,sr,M
450,Data Engineer,$76K-$142K (Glassdoor est.),3.4,201 - 500 ,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,76,142,109.0,MD,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
452,"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),3.3,10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,202,306,254.0,IL,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
454,"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),2.9,201 - 500 ,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,49,97,73.0,CA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
455,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),2.7,201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,113,81.0,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
456,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),3.6,1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,43,70,56.5,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
458,Scientist - Analytical Services,$65K-$134K (Glassdoor est.),3.1,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,65,134,99.5,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
459,Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),3.3,501 - 1000 ,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,32,59,45.5,OH,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
461,Sr. Data Engineer,$87K-$158K (Glassdoor est.),4.5,51 - 200 ,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,0,87,158,122.5,IN,25,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,sr,na
462,Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),3.9,5001 - 10000 ,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),0,0,107,173,140.0,IL,53,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
463,Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),3.2,5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),0,0,56,99,77.5,VA,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
464,ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,3.3,1 - 50 ,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,1,1,52,58,55.0,MA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
466,Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),3.1,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,80,155,117.5,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
467,Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),2.4,501 - 1000 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,43,98,70.5,CA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
468,Revenue Analytics Manager,$45K-$78K (Glassdoor est.),4.8,51 - 200 ,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),0,0,45,78,61.5,CA,10,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
469,"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),2.9,1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,44,96,70.0,NY,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
470,Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),2.9,1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,50,110,80.0,GA,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,na
471,IT - Data Engineer II,$61K-$119K (Glassdoor est.),3.4,1001 - 5000 ,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,61,119,90.0,MA,33,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
472,"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1.0,unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,1,100,140,120.0,MA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
473,"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),2.6,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,56,91,73.5,PA,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
476,Data Scientist,$68K-$114K (Glassdoor est.),3.8,501 - 1000 ,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,68,114,91.0,FL,37,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
477,Data Scientist,Employer Provided Salary:$150K-$160K,5.0,unknown,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,1,150,160,155.0,DC,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
479,"Enterprise Architect, Data",$101K-$158K (Glassdoor est.),3.6,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,101,158,129.5,MA,170,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,na,na,na
482,"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),4.0,10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,125,210,167.5,NY,172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
483,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K (Glassdoor est.),3.8,1001 - 5000 ,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),0,0,43,77,60.0,WI,151,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
485,Lead Data Scientist,$139K-$221K (Glassdoor est.),3.9,51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,139,221,180.0,CA,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
486,"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),3.8,1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),0,0,44,86,65.0,NY,19,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,analyst,na,na
487,Senior Data Engineer,$78K-$147K (Glassdoor est.),4.3,5001 - 10000 ,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,78,147,112.5,NC,31,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,data engineer,sr,na
488,Senior Data Analyst,$65K-$110K (Glassdoor est.),1.9,201 - 500 ,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,65,110,87.5,NY,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,analyst,sr,na
489,Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),3.3,10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,37,66,51.5,IN,109,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,data modeler,na,M
490,Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),4.7,51 - 200 ,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,38,64,51.0,CA,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
491,"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),3.1,10000+ ,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),0,0,43,82,62.5,MA,165,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
492,Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),3.4,501 - 1000 ,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,90,110,100.0,AZ,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,na
493,Data Engineer,$61K-$109K (Glassdoor est.),4.4,51 - 200 ,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,61,109,85.0,VA,17,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
494,Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),3.9,201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,93,151,122.0,FL,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
495,Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),3.9,501 - 1000 ,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,52,81,66.5,IL,26,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,data analitics,na,M
